ivestas_pavadinimas,ivestas_kodas,rastas_pavadinimas,kodas,kodo_atitikimas,amzius,starto_data,vadovas,adresas,mobilus_telefonas,tinklalapis
Kauno Kazio Griniaus progimnazija,190138938,Kauno Kazio Griniaus progimnazija,190138938,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Justina Sajūtė,"Šiaurės pr. 97, LT-49239 Kaunas",+370 681 78463,http://www.kgm.lt
"Kauno ""Varpo"" gimnazija",190138895,"Kauno ""Varpo"" gimnazija",190138895,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Ilmantė Bagdonė, direktorė","Rytų g. 19, LT-51309 Kaunas",+370 37 380448,http://www.varpas.kaunas.lm.lt
Kauno Pilėnų progimnazija,190138742,Kauno Pilėnų progimnazija,190138742,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Kristina Kanclerytė-Bačkevičienė,"Šiaurės pr. 73, LT-49246 Kaunas",+370 683 68870,http://www.pilenai.kaunas.lm.lt
"Vytauto Didžiojo universiteto ""Rasos"" gimnazija",190138557,"Vytauto Didžiojo universiteto ""Rasos"" gimnazija",190138557,TAIP,30 metų 11 mėnesių 21 diena,1995-04-03,"Artūras Sakalauskas, direktorius","P. Lukšio g. 40, LT-49294 Kaunas",+370 37 312364,http://www.rasa.kaunas.lm.lt
Kauno Bernardo Brazdžionio mokykla,190138361,Kauno Bernardo Brazdžionio mokykla,190138361,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Danguolė Deobald, direktorė","Partizanų g. 22, LT-50217 Kaunas",+370 614 38225,http://www.versme.kaunas.lm.lt
Kauno šv. Kazimiero progimnazija,190138219,Kauno šv. Kazimiero progimnazija,190138219,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Palmira Talijūnienė, direktorė","Vandžiogalos pl. 51, LT-47416 Kaunas",+370 620 94006,http://www.svkazimieras.kaunas.lm.lt
Kauno Martyno Mažvydo progimnazija,190138176,Kauno Martyno Mažvydo progimnazija,190138176,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Jūratė Pauliukienė,"Šiaurės pr. 55, LT-49202 Kaunas",+370 698 10735,http://www.mazvydas.kaunas.lm.lt
Kauno Aleksandro Stulginskio mokykla,190138023,Kauno Aleksandro Stulginskio mokykla,190138023,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Asta Poželė, direktorė","Partizanų g. 152, LT-50330 Kaunas",+370 37 312088,https://www.stulginskio-mokykla.lt/
Kauno Palemono gimnazija,190137989,Kauno Palemono gimnazija,190137989,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Ramunė Baniulienė, direktorė","Marių g. 37, LT-52248 Kaunas",+370 37 373625,http://www.palemonas.kaunas.lm.lt
Kauno Viktoro Kuprevičiaus progimnazija,190137455,Kauno Viktoro Kuprevičiaus progimnazija,190137455,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Sonata Alijošienė, direktorė","Kovo 11-osios g. 94, Kaunas",+370 686 18460,http://www.kuprevicius.kaunas.lm.lt
Kauno Juozo Urbšio progimnazija,190137074,Kauno Juozo Urbšio progimnazija,190137074,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Rima Špakauskaitė-Kučinskienė, direktorė","Partizanų g. 68, LT-49367 Kaunas",+370 614 63709,http://gw.urbsys.kaunas.lm.lt
"Kauno ""Vyturio"" gimnazija",190136887,"Kauno ""Vyturio"" gimnazija",190136887,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Lauras Bartninkas,"Taikos pr. 51, LT-50428 Kaunas",+370 656 65328,http://www.vyturys.kaunas.lm.lt
Kauno Simono Daukanto progimnazija,190136734,Kauno Simono Daukanto progimnazija,190136734,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Jekaterina Juknevičienė, direktorė","Taikos pr. 68, LT-51300 Kaunas",+370 37 453853,http://www.daukantas.kaunas.lm.lt
Kauno Kovo 11-osios gimnazija,190136691,Kauno Kovo 11-osios gimnazija,190136691,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Stanislovas Milašius, direktorius","Kovo 11-osios g. 50, LT-51289 Kaunas",+370 37 451418,http://www.kovo11.kaunas.lm.lt
Kauno Jono ir Petro Vileišių mokykla,190136549,Kauno Jono ir Petro Vileišių mokykla,190136549,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Dalia Lapėnienė, direktorė","Demokratų g. 36, LT-48420 Kaunas",+370 37 362827,http://www.vileisis.kaunas.lm.lt
Kauno technologijos universiteto inžinerijos licėjus,190136353,Kauno technologijos universiteto inžinerijos licėjus,190136353,TAIP,30 metų 11 mėnesių 21 diena,1995-04-03,"Dainius Žvirdauskas, direktorius","S. Lozoraičio g. 13, LT-50137 Kaunas",+370 37 312060,http://www.inzinerijoslicejus.ktu.edu
"Kauno ""Nemuno"" mokykla",190136168,"Kauno ""Nemuno"" mokykla",190136168,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Vesta Žiūraitienė, direktorė","A. ir J. Gravrogkų g. 9, LT-51453 Kaunas",+370 678 81231,http://www.nemunomokykla.lt
Kauno Žaliakalnio progimnazija,190135970,Kauno Žaliakalnio progimnazija,190135970,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Edita Ružinskienė,"Širvintų g. 15, LT-50174 Kaunas",+370 611 53102,http://www.zaliakalniopm.kaunas.lm.lt
Kauno Veršvų gimnazija,190135828,Kauno Veršvų gimnazija,190135828,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Žilvinas Damijonaitis, direktorius","Mūšos g. 6, LT-47176 Kaunas",+370 37 362621,http://www.versvos.kaunas.lm.lt
Kauno Jurgio Dobkevičiaus progimnazija,190135785,Kauno Jurgio Dobkevičiaus progimnazija,190135785,TAIP,30 metų 11 mėnesių 21 diena,1995-04-03,"Lina Viršilienė, direktorė","V. Čepinskio g. 7, LT-46257 Kaunas",+370 37 391421,http://www.dobkevicius.kaunas.lm.lt
Prezidento Valdo Adamkaus gimnazija,190135447,Prezidento Valdo Adamkaus gimnazija,190135447,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Rita Mikalauskienė, direktorius","Bitininkų g. 31, LT-46376 Kaunas",+370 683 96829,http://www.adamkausgimnazija.lt
"Kauno ""Saulės"" gimnazija",190134683,"Kauno ""Saulės"" gimnazija",190134683,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Sonata Drazdavičienė, direktorė","Savanorių pr. 46, LT-44209 Kaunas",+370 673 54688,https://saulesg.lt
Vytauto Didžiojo universiteto klasikinio ugdymo licėjus,190134530,Vytauto Didžiojo universiteto klasikinio ugdymo licėjus,190134530,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Jolanta Vengalienė, direktorė","Vokiečių g. 164, LT-45299 Kaunas",+370 682 15375,http://www.sanciai.kaunas.lm.lt
Kauno technologijos universiteto Vaižganto progimnazija,190134498,Kauno technologijos universiteto Vaižganto progimnazija,190134498,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,Rūta Songailienė,"Skuodo g. 27, LT-45131 Kaunas",+370 672 43342,https://www.ktuprogimnazija.lt/
Kauno Vinco Kudirkos progimnazija,190134345,Kauno Vinco Kudirkos progimnazija,190134345,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Marius Jonaitis, direktorius","Trakų g. 39, LT-44327 Kaunas",+370 614 93401,http://www.kudirka.kaunas.lm.lt
Kauno Gedimino sporto ir sveikatinimo gimnazija,190133962,Kauno Gedimino sporto ir sveikatinimo gimnazija,190133962,TAIP,30 metų 11 mėnesių 22 dienos,1995-04-03,"Ričardas Butėnas, direktorius","Aukštaičių g. 78, LT-50284 Kaunas",+370 612 65659,http://www.sneris.kaunas.lm.lt
"Kauno ""Aušros"" gimnazija",190133777,"Kauno „Aušros"" gimnazija",190133777,TAIP,30 metų 11 mėnesių 21 diena,1995-04-03,"Nerija Paurė, direktorė","Laisvės al. 95, LT-44292 Kaunas",+370 37 424770,http://www.ausra.kaunas.lm.lt
Viešoji įstaiga Varėnos ligoninė,190126626,"Varėnos ligoninė, VšĮ",190126626,TAIP,,1997-09-26,,"M. K. Čiurlionio g. 61, LT-65219 Varėna",,http://www.varenos-ligonine.lt
Raseinių Marcelijaus Martinaičio viešoji biblioteka,190119813,Raseinių Marcelijaus Martinaičio viešoji biblioteka,190119813,TAIP,28 metai 4 mėnesiai 1 diena,1997-11-24,"Daina Sutkevičienė, direktorius","Vytauto Didžiojo g. 1, LT-60149 Raseiniai",+370 428 52506,http://www.raseiniai.rvb.lt
"Varėnos rajono kultūros ir sporto klubas ""ŪLA""",190119432,"Varėnos rajono kultūros ir sporto klubas ""ŪLA""",190119432,TAIP,35 metai 1 mėnuo 18 dienų,1991-02-06,,"Dzūkų g. 20, Varėna",+370 670 14744,
Raseinių meno mokykla,190115569,Raseinių meno mokykla,190115569,TAIP,30 metų 9 mėnesiai 22 dienos,1995-06-02,"Raminta Sakavičienė, direktorė","Vytauto Didžiojo g. 15, LT-60150 Raseiniai",+370 684 82018,http://www.raseiniumenomokykla.lt
Kelmės rajono savivaldybės Žemaitės viešoji biblioteka,190114314,Kelmės rajono savivaldybės Žemaitės viešoji biblioteka,190114314,TAIP,26 metai 3 mėnesiai 29 dienos,1999-11-26,,"Vytauto Didžiojo g. 73, LT-86136 Kelmė",+370 427 61031,http://www.kelmeszemaitesvb.lt
Kelmės r. Šedbarų pradinė mokykla-daugiafunkcis centras,190114129,Kelmės r. Šedbarų pradinė mokykla-daugiafunkcis centras,190114129,TAIP,,1994-10-07,,"Darželio g. 6, Šedbarų k., LT-86453 Kelmės r.",,
"Kelmės ""Kūlverstuko"" lopšelis-darželis",190113365,"Kelmės ""Kūlverstuko"" lopšelis-darželis",190113365,TAIP,30 metų 9 mėnesiai 23 dienos,1995-06-02,Jolita Uljanovienė,"A. Mackevičiaus g. 21, LT-86131 Kelmė",+370 616 09833,http://www.kulverstuko.lt
"Kelmės lopšelis-darželis ""Ąžuoliukas""",190113212,"Kelmės lopšelis-darželis ""Ąžuoliukas""",190113212,TAIP,30 metų 9 mėnesiai 23 dienos,1995-06-02,"Dalia Gedminienė, direktorė","Birutės g. 9, LT-86142 Kelmė",+370 427 61216,http://www.azuoliukas.kelme.lm.lt
Kelmės sporto centras,190112078,Kelmės sporto centras,190112078,TAIP,30 metų 9 mėnesiai 23 dienos,1995-06-02,"Vaidotas Monkevičius, direktorius","J. Janonio g. 11F-1, LT-86122 Kelmė",+370 700 05015,
Varėnos r. Žilinų pagrindinė mokykla,190109858,Varėnos r. Žilinų pagrindinė mokykla,190109858,TAIP,,1994-06-15,,"Mokyklos g. 16, Žilinų k., Varėnos r.",,http://www.zilinai.varena.lm.lt/
Varėnos r. Valkininkų gimnazija,190109662,Varėnos r. Valkininkų gimnazija,190109662,TAIP,,1994-06-15,,"Mokyklos g. 2, Užuperkasio k., Varėnos r.",,
Varėnos r. Merkinės Vinco Krėvės gimnazija,190109324,Varėnos r. Merkinės Vinco Krėvės gimnazija,190109324,TAIP,,1994-07-19,,"Seinų g. 10, Merkinė, LT-65336 Varėnos r.",,http://www.merkinekreves.varena.lm.lt
Varėnos r. Liškiavos daugiafunkcis centras,190109139,Varėnos r. Liškiavos daugiafunkcis centras,190109139,TAIP,31 metai 9 mėnesiai 2 dienos,1994-06-23,"Vita Barišauskienė, direktorė","Mokyklos g. 3, Vilkiautinio k., Varėnos r.",+370 310 44126,http://www.liskiava.varena.lm.lt
Varėnos r. Senosios Varėnos Andriaus Ryliškio pagrindinė mokykla,190109096,Varėnos r. Senosios Varėnos Andriaus Ryliškio pagrindinė mokykla,190109096,TAIP,31 metai 6 mėnesiai 5 dienos,1994-09-20,Irina Doškuvienė,"A. Ryliškio g. 14, Senosios Varėnos k., LT-65487 Varėnos r.",+370 616 74594,http://www.ryliskio.varena.lm.lt/
"Varėnos ""Ryto"" progimnazija",190108941,"Varėnos ""Ryto"" progimnazija",190108941,TAIP,31 metai 8 mėnesiai 6 dienos,1994-07-19,,"Dzūkų g. 64, Varėna",+370 310 52067,http://www.rytas.mokslo.info
"Varėnos ""Ąžuolo"" gimnazija",190108756,"Varėnos ""Ąžuolo"" gimnazija",190108756,TAIP,31 metai 8 mėnesiai 6 dienos,1994-07-19,"Milda Padegimaitė, direktorė","J. Basanavičiaus g. 33, LT-65193 Varėna",+370 310 31186,http://www.azuolo.varena.lm.lt
Druskininkų savivaldybės Viečiūnų progimnazija,190108418,Druskininkų savivaldybės Viečiūnų progimnazija,190108418,TAIP,31 metai 9 mėnesiai 2 dienos,1994-06-23,,"Jaunystės g. 8, Viečiūnai, LT-66491 Druskininkai",+370 313 47979,http://www.vieciunai.lt
Varėnos r. Matuizų pagrindinė mokykla,190108037,Varėnos r. Matuizų pagrindinė mokykla,190108037,TAIP,31 metai 8 mėnesiai 6 dienos,1994-07-19,Irena Ciūnienė,"Dzūkų g. 2, Matuizų k., LT-65470 Varėnos r.",+370 869 835588,http://www.matuizos.varena.lm.lt
Raseinių kūno kultūros ir sporto centras,190107120,Raseinių Kūno Kultūros ir Sporto Centras,190107120,TAIP,31 metai 5 mėnesiai 12 dienų,1994-10-12,"Aivaras Žakaitis, direktorius","Vilniaus g. 11A, Raseiniai",+370 615 51852,http://www.raseiniai.lt
Raseinių r. Viduklės Simono Stanevičiaus gimnazija,190106933,Raseinių r. Viduklės Simono Stanevičiaus gimnazija,190106933,TAIP,31 metai 9 dienos,1995-03-16,"Danutė Janukienė, direktorė","Dariaus ir Girėno g. 12, Viduklė, LT-60352 Raseinių r.",+370 428 55232,
Raseinių r. Šiluvos gimnazija,190106552,Raseinių r. Šiluvos gimnazija,190106552,TAIP,31 metai 9 dienos,1995-03-16,"Rimas Puidokas, direktorius","M. Jurgaičio a. 6, Šiluva, LT-60432 Raseinių r.",+370 612 69329,
Raseinių Šaltinio progimnazija,190106171,Raseinių Šaltinio progimnazija,190106171,TAIP,31 metai 9 dienos,1995-03-16,"Vaiva Zubrickienė, direktorė","Ateities g. 23, LT-60154 Raseiniai",+370 687 32485,http://www.saltiniomokykla.lt
Prezidento Jono Žemaičio gimnazija,190105984,Prezidento Jono Žemaičio gimnazija,190105984,TAIP,28 metai 10 mėnesių 17 dienų,1997-05-08,"Linas Dargevičius, direktorius","Kalnų g. 3, LT-60136 Raseiniai",+370 428 51969,
Raseinių Viktoro Petkaus progimnazija,190105799,Raseinių Viktoro Petkaus progimnazija,190105799,TAIP,30 metų 9 mėnesiai 11 dienų,1995-06-14,Ramūnas Bružas,"Vilniaus g. 11, LT-60180 Raseiniai",+370 428 52167,http://www.viktoropetkaus.lt
Raseinių r. Nemakščių Martyno Mažvydo gimnazija,190105646,Raseinių r. Nemakščių Martyno Mažvydo gimnazija,190105646,TAIP,31 metai 5 mėnesiai 13 dienų,1994-10-12,"Dalia Mačiulaitienė, direktorė","Laisvės g. 11, Nemakščiai, LT-60382 Raseinių r.",+370 682 12399,http://www.nemaskciai.puslapiai.lt
Raseinių r. Girkalnio pagrindinė mokykla,190105112,Raseinių r. Girkalnio pagrindinė mokykla,190105112,TAIP,31 metai 9 dienos,1995-03-16,"Vytautas Bulotas, direktorius","Šėtupio g. 61, Girkalnis, LT-60313 Raseinių r.",+370 682 75509,http://www.girkalnis.raseiniai.lm.lt
Raseinių r. Betygalos Maironio pagrindinė mokykla,190104925,Raseinių r. Betygalos Maironio pagrindinė mokykla,190104925,TAIP,,1995-03-16,,"Dubysos g. 10, Betygala, LT-60209 Raseinių r.",,http://www.raseiniai.lt
Kupiškio rajono savivaldybės viešoji biblioteka,190101434,Kupiškio rajono savivaldybės viešoji biblioteka,190101434,TAIP,27 metai 9 mėnesiai 17 dienų,1998-06-08,"Algirdas Venckus, direktorius","Lauryno Stuokos-Gucevičiaus a. 3A, LT-40130 Kupiškis",+370 682 42216,https://www.kupiskiovb.lt
Kelmės specialioji mokykla,190100485,Kelmės specialioji mokykla,190100485,TAIP,30 metų 9 mėnesiai 22 dienos,1995-06-02,"Dalia Viliūnienė, direktorė","Liolių g. 19, LT-86185 Kelmė",+370 427 51325,http://www.specialioji.kelme.lm.lt
Kelmės rajono vaiko ir šeimos gerovės centras,190099289,Kelmės rajono vaiko ir šeimos gerovės centras,190099289,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,Justina Dranginytė-Stočkė,"Mokyklos g. 9, Vijurkų k., LT-86435 Kelmės r.",+370 636 06655,http://www.vijurkai.lt
Kelmės r. Šaukėnų Vlado Pūtvio-Putvinskio gimnazija,190094160,Kelmės r. Šaukėnų Vlado Pūtvio-Putvinskio gimnazija,190094160,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,Rima Andrulienė,"Mokyklos g. 1, Šaukėnai, LT-86386 Kelmės r.",+370 427 55242,http://saukenugimnazija.lt/
Kelmės r. Pakražančio pagrindinė mokykla,190093788,Kelmės r. Pakražančio pagrindinė mokykla,190093788,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,"Raimonda Blužienė, direktorė","Centro g. 2, Grinių k., LT-86262 Kelmės r.",+370 605 75977,http://www.pakrazantis.kelmes.lm.lt
Kelmės rajono Kražių Žygimanto Liauksmino pagrindinė mokykla,190093592,Kelmės rajono Kražių Žygimanto Liauksmino pagrindinė mokykla,190093592,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,"Rita Andrulienė, direktorė","S. Dariaus ir S. Girėno g. 2, Kražiai, LT-86285 Kelmės r.",+370 616 25774,http://www.kraziu.kelme.lm.lt
Kelmės rajono Užvenčio Šatrijos Raganos pagrindinė mokykla,190092914,Kelmės rajono Užvenčio Šatrijos Raganos pagrindinė mokykla,190092914,TAIP,31 metai 5 mėnesiai 4 dienos,1994-10-21,"Albertas Pumputis, direktorius","P. Višinskio g. 5, Užventis, LT-86343 Kelmės r.",+370 687 81095,http://uzventis.kelme.mok.lt
Kelmės rajono Tytuvėnų gimnazija,190092729,Kelmės rajono Tytuvėnų gimnazija,190092729,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,"Irma Stankuvienė, direktorė","S. Romerienės g. 4A, Tytuvėnai, LT-86486 Kelmės r.",+370 427 56273,https://tytuvenugimnazija.lt
"Kelmės ""Aukuro"" pagrindinė mokykla",190092348,"Kelmės ""Aukuro"" pagrindinė mokykla",190092348,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,"Asta Zavadskienė, direktorė","J. Janonio g. 9, LT-86132 Kelmė",+370 427 60056,https://www.kelmesaukuras.lt
"Kelmės ""Kražantės"" progimnazija",190091812,"Kelmės ""Kražantės"" progimnazija",190091812,TAIP,31 metai 5 mėnesiai 5 dienos,1994-10-20,"Laima Simėnienė, direktorė","Vytauto Didžiojo g. 110, LT-86140 Kelmė",+370 427 61193,http://www.krazante.kelme.lm.lt
Kelmės Jono Graičiūno gimnazija,190091584,Kelmės Jono Graičiūno gimnazija,190091584,TAIP,30 metų 9 mėnesiai 23 dienos,1995-06-02,"Rimas Bielskis, direktorius","Raseinių g. 1, LT-86162 Kelmė",+370 427 61195,https://www.jggimnazija.lt
"Varėnos ""Žilvičio"" vaikų lopšelis-darželis",190090525,"Varėnos ""Žilvičio"" vaikų lopšelis-darželis",190090525,TAIP,31 metai 9 mėnesiai 8 dienos,1994-06-17,"Rimutė Latvienė, direktorė","Parko g. 6, LT-65192 Varėna",+370 310 52096,
"Varėnos ""Pasakos"" vaikų lopšelis-darželis",190089747,"Varėnos ""Pasakos"" vaikų lopšelis-darželis",190089747,TAIP,31 metai 9 mėnesiai 8 dienos,1994-06-17,"Rosita Janina Svetikienė, direktorė","Dzūkų g. 11, Varėna",+370 691 37731,http://www.varenospasaka.lt/
Gruzdžių vaikų socializacijos centras,190089213,Gruzdžių vaikų socializacijos centras,190089213,TAIP,30 metų 5 mėnesiai 14 dienų,1995-10-10,"Henrikas Gaidamavičius, direktorius","F. Vaitkaus g. 61, Gruzdžiai, LT-81416 Šiaulių r.",+370 650 42819,http://www.gvsc.lt
Viešoji įstaiga Kuršėnų politechnikos mokykla,190087881,"Kuršėnų politechnikos mokykla, VšĮ",190087881,TAIP,,1995-04-25,,"Daugėlių g. 17, Kuršėnai, LT-81125 Šiaulių r.",,http://www.kursenupm.lt
Kuršėnų šeimos namai,190087696,Kuršėnų šeimos namai,190087696,TAIP,25 metai 1 diena,2001-03-23,Kristina Navickienė,"Pramonės g. 2, Kuršėnai, LT-81122 Šiaulių r.",+370 41 508300,http://www.kursenuseimosnamai.lt
Šiaulių r. Kuršėnų sporto mokykla,190087162,Šiaulių r. Kuršėnų sporto mokykla,190087162,TAIP,31 metai 5 mėnesiai 7 dienos,1994-10-17,"Ilona Vaičiulienė, direktorė","Liepų al. 15, Kuršėnai, Šiaulių r.",+370 41 581382,http://www.srsm.lt
Šiaulių r. Kuršėnų meno mokykla,190086594,Šiaulių r. Kuršėnų meno mokykla,190086594,TAIP,31 metai 5 mėnesiai 8 dienos,1994-10-17,"Ramūnas Snarskis, direktorius","Stadiono g. 16, Kuršėnai, LT-81147 Šiaulių r.",+370 646 04057,http://www.kursenumenas.lt
"Šiaulių r. Kairių lopšelis-darželis ""Spindulėlis""",190085492,"Šiaulių r. Kairių lopšelis-darželis ""Spindulėlis""",190085492,TAIP,31 metai 5 mėnesiai 15 dienų,1994-10-10,"Dalia Gricienė, direktorė","Salduvės g. 16, Kairiai, LT-80114 Šiaulių r.",+370 41 374242,http://www.kairiudarzelis.lt
"Šiaulių r. Gruzdžių lopšelis-darželis ""Puriena""",190085154,"Šiaulių r. Gruzdžių lopšelis-darželis ""Puriena""",190085154,TAIP,31 metai 5 mėnesiai 14 dienų,1994-10-11,Jūratė Jankauskienė,"Dvaro g. 4, Gruzdžiai, LT-81421 Šiaulių r.",+370 41 372288,http://www.gruzdziudarzelis.lt
Šiaulių r. Meškuičių lopšelis-darželis,190084586,Šiaulių r. Meškuičių lopšelis-darželis,190084586,TAIP,31 metai 5 mėnesiai 14 dienų,1994-10-11,"Sigita Užkuraitienė, direktorė","Stoties g. 1, Meškuičiai, LT-81442 Šiaulių r.",+370 41 370546,
"Šiaulių r. Kuršėnų lopšelis-darželis ""Nykštukas""",190083865,"Šiaulių r. Kuršėnų lopšelis-darželis ""Nykštukas""",190083865,TAIP,31 metai 5 mėnesiai 15 dienų,1994-10-10,"Natalja Staražinskienė, direktorė","Vydūno g. 9, Kuršėnai, LT-81155 Šiaulių r.",+370 620 91182,http://www.kursenunykstukas.lt
Kupiškio r. kūno kultūros ir sporto centras,190083299,Kupiškio r. kūno kultūros ir sporto centras,190083299,TAIP,30 metų 9 mėnesiai 25 dienos,1995-05-31,"Ingrida Tuskienė, direktorė","Lauko g. 5A, LT-40108 Kupiškis",+370 687 31398,http://www.kupiskiokksc.lt
"Raseinių lopšelis-darželis ""Liepaitė""",190082959,"Liepaitė, Raseinių lopšelis-darželis",190082959,TAIP,31 metai 5 mėnesiai 12 dienų,1994-10-12,"Aušra Jankauskienė, direktorė","Šatrijos g. 2, LT-60187 Raseiniai",+370 428 52738,
"Raseinių lopšelis-darželis ""Saulutė""",190082578,"Raseinių lopšelis-darželis ""Saulutė""",190082578,TAIP,31 metai 5 mėnesiai 12 dienų,1994-10-12,"Indrė Matevičienė, direktorė","Vaižganto g. 18, LT-60129 Raseiniai",+370 428 51678,
Anykščių kultūros centras,190078494,Anykščių kultūros centras,190078494,TAIP,27 metai 5 mėnesiai 26 dienos,1998-09-29,Dijana Petrokaitė,"A. Baranausko a. 2, LT-29132 Anykščiai",+370 381 52239,http://www.anyksciukc.lt
Šiaulių r. Voveriškių mokykla,190077435,Šiaulių r. Voveriškių mokykla,190077435,TAIP,30 metų 9 mėnesiai 23 dienos,1995-06-02,"Albina Gudaitienė, direktorė","Ringuvos g. 4, Voveriškių k., LT-77194 Šiaulių r.",+370 620 91225,http://www.voveriskiai.siauliai.lm.lt
